crate,file,item_kind,item_name,outcome,gap_summary
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactBodyClaim::cid,handles-partially-with-loss-record,return-type-result: Result < String >; ffi-call-unresolved-effect: serializable_cid
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactBodyClaim::validate,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactInput::build,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultBodyClaim::cid,handles-partially-with-loss-record,return-type-result: Result < String >; ffi-call-unresolved-effect: serializable_cid
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultBodyClaim::validate,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultInput::build,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseBodyClaim::cid,handles-partially-with-loss-record,return-type-result: Result < String >; ffi-call-unresolved-effect: serializable_cid
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseBodyClaim::validate,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseInput::build,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl Default for CINondeterminism::default,handles-partially-with-loss-record,return-type-user-defined: Self; trait-path-truncated: CINondeterminismMode :: Forbidden
libsugar,implementations/rust/libsugar/src/ci.rs,fn,insert_many,handles-partially-with-loss-record,ffi-call-unresolved-effect: extend
libsugar,implementations/rust/libsugar/src/ci.rs,fn,insert_required,handles-partially-with-loss-record,ffi-call-unresolved-effect: insert
libsugar,implementations/rust/libsugar/src/ci.rs,fn,message,handles-partially-with-loss-record,return-type-user-defined: SugarError; ffi-call-unresolved-effect: SugarError::Message
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_cid_field,handles-partially-with-loss-record,return-type-result: Result < () >; type-inference-assumed-bool: Expr::Call; ffi-call-unresolved-effect: is_blake3_512_cid; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_cid_vec,handles-partially-with-loss-record,return-type-result: Result < () >; type-inference-assumed-bool: Expr::Call; ffi-call-unresolved-effect: is_blake3_512_cid; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_equal,handles-partially-with-loss-record,return-type-result: Result < () >; type-inference-assumed-int: Expr::Path; ffi-call-unresolved-effect: Ok; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_input_cids_close,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_nonempty,handles-partially-with-loss-record,return-type-result: Result < () >; type-inference-assumed-bool: Expr::MethodCall; ffi-call-unresolved-effect: is_empty; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_nonempty_strings,handles-partially-with-loss-record,return-type-result: Result < () >; ffi-call-unresolved-effect: require_nonempty
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_one_of,handles-partially-with-loss-record,return-type-result: Result < () >; type-inference-assumed-bool: Expr::MethodCall; ffi-call-unresolved-effect: contains; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_producer,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/ci.rs,fn,sorted_unique,handles-partially-with-loss-record,return-type-vec: Vec < String >; ffi-call-unresolved-effect: collect
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIBlastRadius,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIBlastRadiusInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIImpactBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIImpactInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIJobResultBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIJobResultInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIReuseBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIReuseInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl Default for CINondeterminism,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBlastRadius,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBlastRadiusInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBodyCheck,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIImpactBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIImpactInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIJobResultBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIJobResultInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CINondeterminism,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIProducer,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIReuseBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIReuseInput,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,const,AUTO_PROMOTE_LIFTER_CID,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,const,CCP_VERSION,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,AliasingStatus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,AtomicKind,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,CompositionError,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,Effect,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,OpacityError,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_aliasing_memento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_closure_binding,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_drop_contract,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_loop_invariant,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_try_branch,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::lookup_pin_invariant,handles-partially-with-loss-record,return-type-option: Option < PinInvariantMementoView >
libsugar,implementations/rust/libsugar/src/compose.rs,fn,aliasing_mementos_to_value,handles-partially-with-loss-record,"return-type-user-defined: Arc < Value >; let-binding-mutability: sorted; ffi-call-unresolved-effect: collect; closure-captures-environment: | a , b | { a . formal_a . cmp (& b . formal_a) . then_with (| | a . formal_b . cmp (& b . formal_b)) }"
libsugar,implementations/rust/libsugar/src/compose.rs,fn,blocking_effects_for_steps,refuses-with-typed-reason,residual-term-emitter: unsupported move closure in value position
libsugar,implementations/rust/libsugar/src/compose.rs,fn,build_memento_value,handles-partially-with-loss-record,return-type-user-defined: Arc < Value >; ffi-call-unresolved-effect: build_value
libsugar,implementations/rust/libsugar/src/compose.rs,fn,build_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,cid_of_value,handles-partially-with-loss-record,return-type-user-defined: String; ffi-call-unresolved-effect: blake3_512_of
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_chain_contracts,handles-partially-with-loss-record,"return-type-result: Result < ComposedFunctionContract , CompositionRefusalMemento >; ffi-call-unresolved-effect: map_err; closure-captures-environment: | error | composition_error_to_refusal (steps , error)"
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_chain_contracts_internal,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_function_contracts,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_function_contracts_checked,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_with_composed,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,composition_error_to_refusal,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compound_cid,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::bare_fcm_error_is_deterministic,handles-partially-with-loss-record,ffi-call-unresolved-effect: minimal_fcm; macro-not-expanded: assert_eq!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::bare_fcm_returns_unbound_contract_error,handles-partially-with-loss-record,ffi-call-unresolved-effect: minimal_fcm; macro-not-expanded: assert_eq!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::minimal_fcm,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::unbound_contract_display_is_informative,handles-partially-with-loss-record,ffi-call-unresolved-effect: to_string; trait-path-truncated: DomainClaimConversionError :: UnboundContract; macro-not-expanded: assert!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::unbound_contract_error_variant_matches,handles-partially-with-loss-record,ffi-call-unresolved-effect: minimal_fcm; macro-not-expanded: assert!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_args_json,handles-partially-with-loss-record,return-type-user-defined: serde_json :: Value; macro-not-expanded: json!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_classification,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_discharge_key,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_occurrence_kind,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_occurrences_for_steps,refuses-with-typed-reason,residual-term-emitter: unsupported move closure in value position
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_set_cid,handles-partially-with-loss-record,return-type-user-defined: String; ffi-call-unresolved-effect: cid_of_value
libsugar,implementations/rust/libsugar/src/compose.rs,fn,evidence_cid,refuses-with-typed-reason,block-without-tail: block expression has no single tail expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::auto_promotion_source_kind_is_annotation,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::auto_promotion_uses_all_zeros_sentinel_lifter_cid,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::compound_cid_is_symmetric_with_serde_roundtrip,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::compound_round_trips_via_json,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::evidence_cid_is_symmetric_with_serde_roundtrip,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::extension_fields_contain_auto_promoted_from,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::fcm_with_pre_post,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::identical_fcms_produce_identical_compound_cids,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::into_compound_matches_promote_fn,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_compound_composed_pre_post_match_fcm,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_promotes_to_single_evidence_compound,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_post,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_pre,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_compound_composed_pre_post_are_trivial,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_promotes_to_single_evidence_not_zero,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_formula,handles-partially-with-loss-record,return-type-user-defined: IrFormula; macro-not-expanded: vec!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,find_namespaced_result,refuses-with-typed-reason,block-without-tail: block expression has no single tail expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,find_result_equation,refuses-with-typed-reason,block-without-tail: block expression has no single tail expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,formula_to_canonical,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AliasingMemento::to_jcs_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AliasingStatus::as_str,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AtomicKind::as_str,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl CompositionError::failure_detail,handles-partially-with-loss-record,return-type-user-defined: String; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl CompositionError::failure_kind,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Effect::sort_key,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Effect::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::add,refuses-with-typed-reason,residual-term-emitter: cannot prove expression is Int for term emission: Expr::Reference
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::check_opacity_effects,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::empty,handles-partially-with-loss-record,return-type-user-defined: Self; macro-not-expanded: vec!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::is_pure,handles-partially-with-loss-record,ffi-call-unresolved-effect: is_empty
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl From<&FunctionContractMemento> for CompoundContractMemento::from,handles-partially-with-loss-record,return-type-user-defined: CompoundContractMemento; ffi-call-unresolved-effect: promote_fcm_to_compound
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::check_aliasing_discharged,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::is_pure,handles-partially-with-loss-record,ffi-call-unresolved-effect: is_empty
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::result_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::result_var_name,handles-partially-with-loss-record,return-type-user-defined: String; ffi-call-unresolved-effect: collect; macro-not-expanded: format!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::is_unknown,handles-partially-with-loss-record,type-inference-assumed-bool: Expr::MethodCall; ffi-call-unresolved-effect: is_none; type-inference-assumed-int: Expr::Field
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::unknown,handles-partially-with-loss-record,return-type-user-defined: Self; ffi-call-unresolved-effect: Self::default
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_aliasing_memento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_closure_binding,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_drop_contract,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_loop_invariant,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_try_branch,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::lookup_pin_invariant,handles-partially-with-loss-record,return-type-option: Option < PinInvariantMementoView >
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim::try_from,handles-partially-with-loss-record,"impl-associated-type-not-lowered: sugar_ir_types :: DomainClaim; return-type-result: Result < Self , Self :: Error >; ffi-call-unresolved-effect: Err; trait-path-truncated: sugar_ir_types :: DomainClaimConversionError :: UnboundContract"
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl std::fmt::Display for OpacityError::fmt,handles-partially-with-loss-record,return-type-result: std :: fmt :: Result; macro-not-expanded: write!
libsugar,implementations/rust/libsugar/src/compose.rs,fn,jcs_bytes_of_value,handles-partially-with-loss-record,return-type-byte-vec: Vec < u8 >; ffi-call-unresolved-effect: into_bytes
libsugar,implementations/rust/libsugar/src/compose.rs,fn,promote_fcm_to_compound,refuses-with-typed-reason,unsupported-value-cast: unsupported value expression Expr::Cast
libsugar,implementations/rust/libsugar/src/compose.rs,fn,serde_to_canonical,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,fn,sort_to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AliasingMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AliasingStatus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AtomicKind,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl CompositionError,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl Effect,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl EffectSet,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl EffectSet,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl From<&FunctionContractMemento> for CompoundContractMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl FunctionContractMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl Locus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl OpacityMementoLookup for EmptyOpacityPool,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl std::fmt::Display for OpacityError,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,mod,domain_claim_fcm_tests,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,mod,fcm_auto_promote_tests,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,AliasingMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,ChainStep,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,ComposedFunctionContract,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,EffectSet,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,EmptyOpacityPool,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,FunctionContractMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,Locus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,PinInvariantMementoView,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim::Error,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,trait,OpacityMementoLookup,handles-fully,
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,enum,LiftPluginKitError,handles-fully,
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::dialect,handles-partially-with-loss-record,return-type-user-defined: Dialect; ffi-call-unresolved-effect: clone
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::parse,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::prove,handles-partially-with-loss-record,"return-type-result: Result < DomainClaim , KitError >; ffi-call-unresolved-effect: Ok"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::serialize,handles-partially-with-loss-record,"return-type-result: Result < Input , KitError >; ffi-call-unresolved-effect: Ok"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::transform,handles-partially-with-loss-record,"return-type-result: Result < DomainClaim , KitError >; ffi-call-unresolved-effect: map_err; closure-captures-environment: | error | KitError :: Transformation (error . to_string ()); let-binding-mutability: claim; macro-not-expanded: format!"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::claim_from_response_term,refuses-with-typed-reason,unsupported-value-return: unsupported value expression Expr::Return
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::dispatch,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::legacy_response_from_term,handles-partially-with-loss-record,"return-type-result: Result < & Value , LiftPluginKitError >; ffi-call-unresolved-effect: legacy_response_from_term"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::new,handles-partially-with-loss-record,return-type-user-defined: Self; ffi-call-unresolved-effect: into
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::parse_session,refuses-with-typed-reason,unsupported-let-pattern: unsupported let-binding pattern
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKitSession::legacy_response,handles-partially-with-loss-record,"return-type-result: Result < & Value , LiftPluginKitError >; ffi-call-unresolved-effect: Ok"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKitSession::response,handles-partially-with-loss-record,return-type-user-defined: & Value
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,legacy_response_from_term,handles-partially-with-loss-record,"return-type-result: Result < & Value , LiftPluginKitError >; ffi-call-unresolved-effect: legacy_response_from_term"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,lift_request_from_input,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,lift_response_contract,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,primitive_sort,handles-partially-with-loss-record,return-type-user-defined: Sort; ffi-call-unresolved-effect: to_string
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,read_response,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,response_term,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,impl,impl Kit for LiftPluginKit,handles-fully,
