crate,file,item_kind,item_name,outcome,gap_summary
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::extension_fields_contain_auto_promoted_from,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::fcm_with_pre_post,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::identical_fcms_produce_identical_compound_cids,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::into_compound_matches_promote_fn,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_compound_composed_pre_post_match_fcm,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_promotes_to_single_evidence_compound,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_post,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_pre,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_compound_composed_pre_post_are_trivial,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_promotes_to_single_evidence_not_zero,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,fcm_auto_promote_tests::trivial_formula,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: IrFormula; vec-macro-desugared-to-array: vec!
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,find_namespaced_result,refuses-with-typed-reason,block-without-tail: block expression has no single tail expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,find_result_equation,refuses-with-typed-reason,block-without-tail: block expression has no single tail expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,formula_to_canonical,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl AliasingMemento::to_jcs_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl AliasingStatus::as_str,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl AtomicKind::as_str,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl CompositionError::failure_detail,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: String; Expr::Macro: format!
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl CompositionError::failure_kind,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl Effect::sort_key,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl Effect::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl EffectSet::add,refuses-with-typed-reason,unsupported-value-closure: unsupported value expression Expr::Closure
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl EffectSet::check_opacity_effects,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl EffectSet::empty,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: Self; vec-macro-desugared-to-array: vec!
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl EffectSet::is_pure,handles-partially-with-loss-record,procedural-macro: derive; ffi-call-unresolved-effect: is_empty
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl EffectSet::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl From<&FunctionContractMemento> for CompoundContractMemento::from,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: CompoundContractMemento; ffi-call-unresolved-effect: promote_fcm_to_compound
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl FunctionContractMemento::check_aliasing_discharged,refuses-with-typed-reason,unsupported-value-if: unsupported value expression Expr::If
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl FunctionContractMemento::is_pure,handles-partially-with-loss-record,procedural-macro: derive; ffi-call-unresolved-effect: is_empty
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl FunctionContractMemento::result_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl FunctionContractMemento::result_var_name,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: String; ffi-call-unresolved-effect: collect; Expr::Macro: format!
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl Locus::is_unknown,handles-partially-with-loss-record,procedural-macro: derive; type-inference-assumed-bool: Expr::MethodCall; ffi-call-unresolved-effect: is_none; type-inference-assumed-int: Expr::Field
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl Locus::to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl Locus::unknown,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: Self; trait-path-truncated: Self :: default; ffi-call-unresolved-effect: default
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_aliasing_memento,handles-partially-with-loss-record,procedural-macro: derive
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_closure_binding,handles-partially-with-loss-record,procedural-macro: derive
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_drop_contract,handles-partially-with-loss-record,procedural-macro: derive
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_loop_invariant,handles-partially-with-loss-record,procedural-macro: derive
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_try_branch,handles-partially-with-loss-record,procedural-macro: derive
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::lookup_pin_invariant,handles-partially-with-loss-record,procedural-macro: derive; return-type-option: Option < PinInvariantMementoView >
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl TryFrom<&FunctionContractMemento> for provekit_ir_types :: DomainClaim::try_from,handles-partially-with-loss-record,"procedural-macro: derive; impl-associated-type-not-lowered: provekit_ir_types :: DomainClaim; return-type-result: Result < Self , Self :: Error >; ffi-call-unresolved-effect: Err; trait-path-truncated: provekit_ir_types :: DomainClaimConversionError :: UnboundContract"
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,impl std::fmt::Display for OpacityError::fmt,handles-partially-with-loss-record,procedural-macro: derive; return-type-result: std :: fmt :: Result; Expr::Macro: write!
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,jcs_bytes_of_value,handles-partially-with-loss-record,procedural-macro: derive; return-type-byte-vec: Vec < u8 >; ffi-call-unresolved-effect: into_bytes
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,promote_fcm_to_compound,refuses-with-typed-reason,unsupported-value-cast: unsupported value expression Expr::Cast
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,serde_to_canonical,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,fn,sort_to_value,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl AliasingMemento,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl AliasingStatus,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl AtomicKind,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl CompositionError,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl Effect,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl EffectSet,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl EffectSet,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl From<&FunctionContractMemento> for CompoundContractMemento,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl FunctionContractMemento,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl Locus,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl OpacityMementoLookup for EmptyOpacityPool,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl TryFrom<&FunctionContractMemento> for provekit_ir_types :: DomainClaim,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,impl,impl std::fmt::Display for OpacityError,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,mod,domain_claim_fcm_tests,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,mod,fcm_auto_promote_tests,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,AliasingMemento,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,ChainStep,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,ComposedFunctionContract,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,EffectSet,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,EmptyOpacityPool,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,FunctionContractMemento,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,Locus,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,PinInvariantMementoView,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,struct,impl TryFrom<&FunctionContractMemento> for provekit_ir_types :: DomainClaim::Error,handles-fully,
libprovekit,implementations/rust/libprovekit/src/compose.rs,trait,OpacityMementoLookup,handles-fully,
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,enum,LiftPluginKitError,handles-fully,
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::dialect,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: Dialect; trait-path-truncated: Dialect :: Other; ffi-call-unresolved-effect: Other; Expr::Macro: format!
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::parse,refuses-with-typed-reason,unsupported-value-closure: unsupported value expression Expr::Closure
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::prove,handles-partially-with-loss-record,"procedural-macro: derive; return-type-result: Result < DomainClaim , KitError >; ffi-call-unresolved-effect: Ok"
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::serialize,refuses-with-typed-reason,unsupported-value-closure: unsupported value expression Expr::Closure
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::transform,refuses-with-typed-reason,unsupported-value-closure: unsupported value expression Expr::Closure
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl LiftPluginKit::claim_from_response_term,refuses-with-typed-reason,unsupported-value-return: unsupported value expression Expr::Return
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl LiftPluginKit::dispatch,refuses-with-typed-reason,unsupported-literal: unsupported literal expression
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl LiftPluginKit::legacy_response_from_term,handles-partially-with-loss-record,"procedural-macro: derive; return-type-result: Result < & Value , LiftPluginKitError >; ffi-call-unresolved-effect: legacy_response_from_term"
libprovekit,implementations/rust/libprovekit/src/core/lift_plugin.rs,fn,impl LiftPluginKit::new,handles-partially-with-loss-record,procedural-macro: derive; return-type-user-defined: Self; ffi-call-unresolved-effect: into
